Cva_ID;Cva_APG_Family;Cva_Genus;Cva_Species;Cva_Common_Name;Cva_Authority;Cva_Chromosome_Nr;Cva_PloidyLevel;Cva_Estimation_Method;Cva_Voucher;Cva_2C_PG;Cva_Original_Reference;Cva_Lifecycle;Cva_Angiosperm_Group;Cva_Paper;Cva_IS;Cva_Remarks;Cva_Order_Nr;Cva_CompanyCode;Cva_Cropcode;Cva_Date_Created;Cva_Date_ Modified;Cva_EmpName_Created;Cva_EmpName_Modified;Cva_ID_Genus;Cva_Cultivar;Cva_AnO;Cva_PlantCode;Cva_BreedingCode;Cva_Status;Cva_zzz
6358;Lentibulariaceae;Genlisea;margaretae;;Hutch.;0;0;CIA;Y;0.13;Greilhuber et al.; 2006 (Ref. 535);P;Eudicot;0;;2006;0;;;9-2-2013;2-1-2016;Import;Designer;1475;;;;;
6359;Lentibulariaceae;Genlisea;aurea;;A.St.-Hil.;0;0;CIA;Y;0.13;Greilhuber et al.; 2006 (Ref. 535);P;Eudicot;0;;2006;0;;;9-2-2013;2-1-2016;Import;Designer;1475;;;;;
6360;Lentibulariaceae;Utricularia;gibba;;L.;0;0;CIA;Y;0.18;Greilhuber et al.; 2006 (Ref. 535);P;Eudicot;0;;2006;0;;659;9-2-2013;2-1-2016;Import;Designer;1457;;;;;
6361;Rosaceae;Fragaria;viridis;;Duchesne;14;2;FC:PI;Y;0.2;Antonius and Ahokas; 1996 (Ref. 339);P;Eudicot;0;;1996;0;;62;9-2-2013;31-12-2015;Import;Designer;153;;;;;
6362;Lentibulariaceae;Utricularia;blanchetii;;A.DC.;0;0;CIA;Y;0.28;Greilhuber et al.; 2006 (Ref. 535);P;Eudicot;0;;2006;0;;659;9-2-2013;2-1-2016;Import;Designer;1457;;;;;
6363;Lentibulariaceae;Utricularia;parthenopipes;;P.Taylor;0;0;CIA;Y;0.29;Greilhuber et al.; 2006 (Ref. 535);P;Eudicot;0;;2006;0;;659;9-2-2013;2-1-2016;Import;Designer;1457;;;;;
6364;Crassulaceae;Sedum;album;;L.;34;2;;;0.29;Hart; 1991 (Ref. 398);P;Eudicot;0;;1991;0;;191;9-2-2013;31-12-2015;Import;Designer;335;;;;;
6365;Brassicaceae;Thlaspi;alpestre;;L.;14;2;Fe;;0.3;Band; 1984 (Ref. 154);P;Eudicot;0;;1984;0;;;9-2-2013;31-12-2015;Import;Designer;1363;;;;;
6366;Onagraceae;Epilobium;palustre;;L.;36;2;Fe;;0.3;Band; 1984 (Ref. 154);P;Eudicot;0;;1984;0;;;9-2-2013;2-1-2016;Import;Designer;1476;;;;;
6367;Cyperaceae;Carex;nubigera;;;112;2;Fe;Y;0.3;Nishikawa et al.; 1984 (Ref. 357);P;Monocot;0;;1984;0;;143;9-2-2013;31-12-2015;Import;Designer;78;;;;;
6368;Cyperaceae;Carex;paxii;;Kukenthal;76;2;Fe;Y;0.3;Nishikawa et al.; 1984 (Ref. 357);P;Monocot;0;;1984;0;;143;9-2-2013;31-12-2015;Import;Designer;78;;;;;
6369;Hypericaceae;Hypericum;hirsutum;;;0;0;Fe;N;0.3;Hanson et al.; 2002 (Ref. 465);P;Eudicot;0;;2002;0;;300;9-2-2013;31-12-2015;Import;Designer;1141;;;;;
6370;Brassicaceae;Arabidopsis;thaliana;;(L.) Heynh.;10;2;FC:PI;N;0.32;Bennett et al.; 2003 (Ref. 461);A;Eudicot;0;;2003;0;;89;9-2-2013;31-12-2015;Import;Designer;32;;;;;
6371;Lentibulariaceae;Utricularia;quelchii;;N.E.Br.;0;0;CIA;Y;0.32;Greilhuber et al.; 2006 (Ref. 535);P;Eudicot;0;;2006;0;;659;9-2-2013;2-1-2016;Import;Designer;1457;;;;;
6372;Lentibulariaceae;Utricularia;praelonga;;A.St.-Hil. & F.Girard;0;0;CIA;Y;0.32;Greilhuber et al.; 2006 (Ref. 535);P;Eudicot;0;;2006;0;;659;9-2-2013;2-1-2016;Import;Designer;1457;;;;;
6373;Bixaceae;Amoreuxia;wrightii;;A.Gray;0;2;Fe;Y;0.34;Hanson et al.; 2001 (Ref. 378);P;Eudicot;0;;2001;0;;;9-2-2013;2-1-2016;Import;Designer;1477;;;;;
6374;Brassicaceae;Hornungia;petraea;;Rchb.;12;2;FC:PI;Y;0.34;Lysak et al.; 2009 (Ref. 599);;Eudicot;0;;2009;0;;;9-2-2013;2-1-2016;Import;Designer;1478;;;;;
6375;Scrophulariaceae;Torenia;baillonii;;Godefr;16;2;FC:PI;N;0.34;Kikuchi et al.; 2006 (Ref. 596);AP;Eudicot;0;;2006;0;;314;9-2-2013;31-12-2015;Import;Designer;356;;;;;
6376;Scrophulariaceae;Torenia;fournieri;;Linden;18;2;FC:PI;N;0.35;Kikuchi et al.; 2006 (Ref. 596);AP;Eudicot;0;;2006;0;;314;9-2-2013;31-12-2015;Import;Designer;356;;;;;
6377;Lentibulariaceae;Utricularia;australis;;R.Br.;0;0;CIA;Y;0.36;Greilhuber et al.; 2006 (Ref. 535);P;Eudicot;0;;2006;0;;659;9-2-2013;2-1-2016;Import;Designer;1457;;;;;
6378;Melastomataceae;Dissotis;canescens;;Hook. f.;0;0;Fe;Y;0.37;Hanson et al.; 2001 (Ref. 378);P;Eudicot;0;;2001;0;;;9-2-2013;2-1-2016;Import;Designer;1479;;;;;
6379;Celastraceae;Canotia;holacantha;;Torr.;30;2;Fe;N;0.37;Hanson et al.; 2001 (Ref. 378);P;Eudicot;0;;2001;0;;;9-2-2013;2-1-2016;Import;Designer;1480;;;;;
6380;Roridulaceae;Roridula;gorgonias;;Planch.;12;2;Fe;N;0.38;Hanson et al.; 2001 (Ref. 379);P;Eudicot;0;;2001;0;;;9-2-2013;2-1-2016;Import;Designer;1481;;;;;
6381;Brassicaceae;Pritzelago;alpina;;(L.) Kuntze;12;0;FC:PI;Y;0.38;Lysak et al.; 2009 (Ref. 599);;Eudicot;0;;2009;0;;;9-2-2013;2-1-2016;Import;Designer;1482;;;;;
6382;Bixaceae;Bixa;orellana;;L.;14;2;Fe;N;0.39;Hanson et al.; 2001 (Ref. 379);P;Eudicot;0;;2001;0;;;9-2-2013;2-1-2016;Import;Designer;1483;;;;;
6383;Rutaceae;ruta;montana;;(L.) L.;40;0;Fe;;0.4;Guerra M dos S.; 1984 (Ref. 140);P;Eudicot;0;;1984;0;;;9-2-2013;2-1-2016;Import;Designer;1484;;;;;
6384;Betulaceae;Betula;populifolia;;Marsch.;28;2;Fe;;0.4;Olszewska and Osiecka; 1984 (Ref. 157);P;Eudicot;0;;1984;0;;336;9-2-2013;31-12-2015;Import;Designer;1001;;;;;
6385;Rosaceae;Spiraea;chinensis;;Maxim.;18;2;FC:PI;Y;0.4;Dickson et al.; 1992 (Ref. 262);P;Eudicot;0;;1992;0;;;9-2-2013;31-12-2015;Import;Designer;1276;;;;;
6386;Rosaceae;Physocarpus;opulifolius;;(L.) Maxim.;18;2;FC:PI;Y;0.4;Dickson et al.; 1992 (Ref. 262);P;Eudicot;0;;1992;0;;;9-2-2013;31-12-2015;Import;Designer;1231;;;;;
6387;Brassicaceae;Neslia;paniculata;;(L.) Desv.;14;2;FC:PI;Y;0.4;Lysak et al.; 2009 (Ref. 599);;Eudicot;0;;2009;0;;;9-2-2013;2-1-2016;Import;Designer;1485;;;;;
6388;Brassicaceae;Kernera;saxatilis;;(L.) Reichb.;16;2;FC:PI;Y;0.4;Lysak et al.; 2009 (Ref. 599);;Eudicot;0;;2009;0;;;9-2-2013;2-1-2016;Import;Designer;1486;;;;;
6389;Brassicaceae;Arabidopsis;arenosa;;(L.) Lawalre;16;2;FC:PI;Y;0.4;Lysak et al.; 2009 (Ref. 599);B;Eudicot;0;;2009;0;;89;9-2-2013;31-12-2015;Import;Designer;32;;;;;
6390;Brassicaceae;Descurainia;bourgeauana;;(Fourn.) O.E.Schulz;14;2;FC:PI;Y;0.4;Lysak et al.; 2009 (Ref. 599);P;Eudicot;0;;2009;0;;;9-2-2013;2-1-2016;Import;Designer;1487;;;;;
6391;Brassicaceae;Arabidopsis;neglecta;;(Schult.) O'Kane & Al-Shehbaz;16;2;FC:PI;Y;0.4;Lysak et al.; 2009 (Ref. 599);B;Eudicot;0;;2009;0;;89;9-2-2013;31-12-2015;Import;Designer;32;;;;;
6392;Crassulaceae;Sedum;obtusifolium;;C.A.Meyer;12;2;;;0.42;Hart; 1991 (Ref. 398);P;Eudicot;0;;1991;0;;191;9-2-2013;31-12-2015;Import;Designer;335;;;;;
6393;Brassicaceae;Hornungia;procumbens;;(L.) Hayek;12;2;FC:PI;Y;0.42;Lysak et al.; 2009 (Ref. 599);;Eudicot;0;;2009;0;;;9-2-2013;2-1-2016;Import;Designer;1478;;;;;
6394;Brassicaceae;Calepina;irregularis;;(Asso) Thell.;14;2;FC:PI;Y;0.42;Lysak et al.; 2009 (Ref. 599);AB;Eudicot;0;;2009;0;;;9-2-2013;2-1-2016;Import;Designer;1488;;;;;
6395;Brassicaceae;Cardamine;impatiens;;L.;16;0;FC:PI;;0.42;Johnston et al.; 2005 (Ref. 509);;Eudicot;0;;2005;0;;;9-2-2013;2-1-2016;Import;Designer;1489;;;;;
6396;Lentibulariaceae;Utricularia;microcalyx;;(P.Taylor) P.Taylor;0;0;CIA;Y;0.44;Greilhuber et al.; 2006 (Ref. 535);P;Eudicot;0;;2006;0;;659;9-2-2013;2-1-2016;Import;Designer;1457;;;;;
6397;Brassicaceae;Descurainia;millefolia;;(Jacq.) Webb & Berth.;14;2;FC:PI;;0.44;Suda et al.; 2003 (Ref. 477);P;Eudicot;0;;2003;0;;;9-2-2013;2-1-2016;Import;Designer;1487;;;;;
6398;Brassicaceae;Capsella;rubella;;Reuter;16;2;FC:PI;Y;0.44;Lysak et al.; 2009 (Ref. 599);;Eudicot;0;;2009;0;;;9-2-2013;2-1-2016;Import;Designer;1490;;;;;
6399;Brassicaceae;Descurainia;gilva;;Svent.;14;2;FC:PI;Y;0.44;Lysak et al.; 2009 (Ref. 599);P;Eudicot;0;;2009;0;;;9-2-2013;2-1-2016;Import;Designer;1487;;;;;
6400;Lentibulariaceae;Utricularia;pubescens;;Sm.;0;0;CIA;Y;0.44;Greilhuber et al.; 2006 (Ref. 535);P;Eudicot;0;;2006;0;;659;9-2-2013;2-1-2016;Import;Designer;1457;;;;;
6401;Brassicaceae;Cardamine;hirsuta;;L.;0;0;Fe;N;0.45;Bennett and Smith; 1987 (Ref. 164);A-;Eudicot;0;;1987;0;;;9-2-2013;2-1-2016;Import;Designer;1489;;;;;
6402;Rosaceae;Spiraea;crenata;;L.;18;2;FC:PI;Y;0.45;Dickson et al.; 1992 (Ref. 262);P;Eudicot;0;;1992;0;;;9-2-2013;31-12-2015;Import;Designer;1276;;;;;
6403;Rosaceae;Physocarpus;bracteatus;;(Rydb.) Rehd.;18;2;FC:PI;Y;0.45;Dickson et al.; 1992 (Ref. 262);P;Eudicot;0;;1992;0;;;9-2-2013;31-12-2015;Import;Designer;1231;;;;;
6404;Cyperaceae;Carex;kobomugi;;Ohwi;88;0;Fe;Y;0.45;Nishikawa et al.; 1984 (Ref. 357);P;Monocot;0;;1984;0;;143;9-2-2013;31-12-2015;Import;Designer;78;;;;;
6405;Cyperaceae;Carex;brownii;;Tuckerm.;72;0;Fe;Y;0.45;Nishikawa et al.; 1984 (Ref. 357);P;Monocot;0;;1984;0;;143;9-2-2013;31-12-2015;Import;Designer;78;;;;;
6406;Brassicaceae;Descurainia;lemsii;;Bramw.;14;2;FC:PI;;0.45;Suda et al.; 2003 (Ref. 477);P;Eudicot;0;;2003;0;;;9-2-2013;2-1-2016;Import;Designer;1487;;;;;
6407;Brassicaceae;Descurainia;gonzalesii;;Svent.;14;2;FC:PI;;0.46;Suda et al.; 2003 (Ref. 477);P;Eudicot;0;;2003;0;;;9-2-2013;2-1-2016;Import;Designer;1487;;;;;
6408;Brassicaceae;Malcolmia;nana;;(DC.) Boiss.;26;0;FC:PI;Y;0.46;Lysak et al.; 2009 (Ref. 599);;Eudicot;0;;2009;0;;584;9-2-2013;2-1-2016;Import;Designer;245;;;;;
6409;Brassicaceae;Conringia;planisiliqua;;Fisch. & C.A.Mey.;16;2;FC:PI;Y;0.46;Lysak et al.; 2009 (Ref. 599);;Eudicot;0;;2009;0;;;9-2-2013;2-1-2016;Import;Designer;1491;;;;;
6410;Rosaceae;Rubus;illecebrosus;;Focke;14;2;FC:PI;N;0.47;Meng & Finn; 2002 (Ref. 600);P;Eudicot;0;;2002;0;;134;9-2-2013;31-12-2015;Import;Designer;321;;;;;
6411;Lentibulariaceae;Utricularia;humboldtii;;R.H.Schomb.;0;0;CIA;Y;0.47;Greilhuber et al.; 2006 (Ref. 535);P;Eudicot;0;;2006;0;;659;9-2-2013;2-1-2016;Import;Designer;1457;;;;;
6412;Oxalidaceae;Averrhoa;carambola;;L.;0;0;Fe;N;0.48;Ohri; 2002 (Ref. 454);P;Eudicot;0;;2002;0;;;9-2-2013;2-1-2016;Import;Designer;1492;;;;;
6413;Lentibulariaceae;Utricularia;sandersonii;;Oliv.;0;0;CIA;Y;0.48;Greilhuber et al.; 2006 (Ref. 535);P;Eudicot;0;;2006;0;;659;9-2-2013;2-1-2016;Import;Designer;1457;;;;;
6414;Brassicaceae;Boechera;hoelbellii;;Hornem.;0;0;FC:PI;Y;0.48;Lysak et al.; 2009 (Ref. 599);;Eudicot;0;;2009;0;;;9-2-2013;2-1-2016;Import;Designer;1493;;;;;
6415;Brassicaceae;Sisymbrium;officinale;;L.;14;2;FC:PI;Y;0.48;Lysak et al.; 2009 (Ref. 599);;Eudicot;0;;2009;0;;;9-2-2013;2-1-2016;Import;Designer;1494;;;;;
6416;Brassicaceae;Turritis;glabra;;(L.) Bernh.;12;2;FC:PI;Y;0.48;Lysak et al.; 2009 (Ref. 599);;Eudicot;0;;2009;0;;;9-2-2013;2-1-2016;Import;Designer;1495;;;;;
6417;Brassicaceae;Boechera;stricta;;(Graham) Al-Shehbaz;0;0;FC:PI;Y;0.48;Lysak et al.; 2009 (Ref. 599);;Eudicot;0;;2009;0;;;9-2-2013;2-1-2016;Import;Designer;1493;;;;;
6418;Brassicaceae;Noccaea;alpestris;;(Jacq.) Kuerguelen;14;2;FC:PI;Y;0.48;Lysak et al.; 2009 (Ref. 599);;Eudicot;0;;2009;0;;;9-2-2013;2-1-2016;Import;Designer;1496;;;;;
6419;Brassicaceae;Arabidopsis;halleri;;(L.) O'Kane & Al-Shehbaz;16;2;FC:PI;Y;0.48;Lysak et al.; 2009 (Ref. 599);B;Eudicot;0;;2009;0;;89;9-2-2013;31-12-2015;Import;Designer;32;;;;;
6420;Brassicaceae;Draba;nemorosa;;L.;16;0;FC:PI;;0.48;Johnston et al.; 2005 (Ref. 509);;Eudicot;0;;2005;0;;;9-2-2013;31-12-2015;Import;Designer;1088;;;;;
6421;Nelumbonaceae;Nelumbo;nucifera;;Gaertn.;16;2;Fe;Y;0.49;Hanson et al.; 2001 (Ref. 379);P;Eudicot;0;;2001;0;;;9-2-2013;2-1-2016;Import;Designer;1497;;;;;
6422;Brassicaceae;Cardamine;amara;;L.;16;2;FC:PI;Y;0.49;Hanson et al.; 2002 (Ref. 465);P;Eudicot;0;;2002;0;;;9-2-2013;2-1-2016;Import;Designer;1489;;;;;
6423;Rosaceae;Rubus;crataegifolius;;Bunge;14;2;FC:PI;N;0.49;Meng & Finn; 2002 (Ref. 600);P;Eudicot;0;;2002;0;;134;9-2-2013;31-12-2015;Import;Designer;321;;;;;
6424;Rutaceae;Boenninghausenia;albiflora;;(Hook.) Reichle;20;0;Fe;;0.5;Guerra M dos S.; 1984 (Ref. 140);P;Eudicot;0;;1984;0;;;9-2-2013;2-1-2016;Import;Designer;1498;;;;;
6425;Onagraceae;Epilobium;obscurum;;Schreb.;36;2;Fe;;0.5;Band; 1984 (Ref. 154);P;Eudicot;0;;1984;0;;;9-2-2013;2-1-2016;Import;Designer;1476;;;;;
6426;Haloragaceae;Myriophyllum;spicatum;;L.;14;2;Fe;N;0.5;Baum et al.; 1989 (Ref. 269-D);P;Eudicot;0;;1989;0;;;9-2-2013;31-12-2015;Import;Designer;1195;;;;;
6427;Cyperaceae;Eleocharis;acicularis;;(L.) Roem. & Schult.;20;0;Fe;N;0.5;Baum et al.; 1989 (Ref. 269-D);P;Monocot;0;;1989;0;;;9-2-2013;2-1-2016;Import;Designer;1499;;;;;
6428;Poaceae;Oropetium;thomaeum;;Trin.;18;2;Fe;N;0.5;Bennett and Bennett; 1993 (Ref. 269-J);P;Monocot;0;;1993;0;;;9-2-2013;2-1-2016;Import;Designer;1500;;;;;
6429;Cyperaceae;Carex;capillacea;;Boott;0;0;Fe;Y;0.5;Nishikawa et al.; 1984 (Ref. 357);P;Monocot;0;;1984;0;;143;9-2-2013;31-12-2015;Import;Designer;78;;;;;
6430;Cucurbitaceae;Cucumella;cinerea;;Cogn.;0;0;Fe;N;0.5;Bennett MD; Smith JB; Heslop-Harrison; 1982 (Ref. 55);;Eudicot;0;;1982;0;;;2013-02-09;2016-01-02;Import;Designer;1501;;;
6431;Brassicaceae;Arabidopsis;korshynskyi;;;0;0;Fe;N;0.5;Nagl et al.; 1983 (Ref. 457);;Eudicot;0;;1983;0;;89;9-2-2013;31-12-2015;Import;Designer;32;;;;;
6432;Brassicaceae;Draba;subcapitata;;Simmons;16;2;CIA;Y;0.5;Grundt et al.; 2005 (Ref. 505);P;Eudicot;0;;2005;0;;;9-2-2013;31-12-2015;Import;Designer;1088;;;;;
6433;Brassicaceae;Arabidopsis;lyrata;;(L.) O'Kane & Al-Shehbaz;16;2;FC:PI;Y;0.5;Lysak et al.; 2009 (Ref. 599);P;Eudicot;0;;2009;0;;89;9-2-2013;31-12-2015;Import;Designer;32;;;;;
6434;Lentibulariaceae;Utricularia;subulata;;L.;0;0;CIA;Y;0.51;Greilhuber et al.; 2006 (Ref. 535);P;Eudicot;0;;2006;0;;659;9-2-2013;2-1-2016;Import;Designer;1457;;;;;
6435;Rosaceae;Rubus;leucodermis;;Doug ex Torrey & Gray;14;2;FC:PI;N;0.51;Meng & Finn; 2002 (Ref. 600);P;Eudicot;0;;2002;0;;134;9-2-2013;31-12-2015;Import;Designer;321;;;;;
6436;Berberidopsidaceae;Berberidopsis;corallina;;Hook. f.;0;6;Fe;Y;0.52;Hanson et al.; 2001 (Ref. 379);P;Eudicot;0;;2001;0;;;9-2-2013;2-1-2016;Import;Designer;1502;;;;;
6437;Lentibulariaceae;Utricularia;livida;;E.Mey.;0;0;CIA;Y;0.52;Greilhuber et al.; 2006 (Ref. 535);P;Eudicot;0;;2006;0;;659;9-2-2013;2-1-2016;Import;Designer;1457;;;;;
6438;Brassicaceae;Cheiranthus;cheiri;;L.;14;2;FC:PI;Y;0.52;Lysak et al.; 2009 (Ref. 599);;Eudicot;0;;2009;0;;;9-2-2013;31-12-2015;Import;Designer;1037;;;;;
6439;Brassicaceae;Malcolmia;flexuosa;;Sibth. & Sm.;16;2;FC:PI;Y;0.52;Lysak et al.; 2009 (Ref. 599);;Eudicot;0;;2009;0;;584;9-2-2013;2-1-2016;Import;Designer;245;;;;;
6440;Brassicaceae;Physaria;gracilis;;(Hook.) O'Kane & Al-Shehbaz;12;0;FC:PI;Y;0.52;Lysak et al.; 2009 (Ref. 599);;Eudicot;0;;2009;0;;;9-2-2013;2-1-2016;Import;Designer;1503;;;;;
6441;Rosaceae;Rubus;simplex;;Focke;14;2;FC:PI;N;0.52;Meng & Finn; 2002 (Ref. 600);P;Eudicot;0;;2002;0;;134;9-2-2013;31-12-2015;Import;Designer;321;;;;;
6442;Rosaceae;Rubus;parvifolius;;L.;14;2;FC:PI;N;0.53;Meng & Finn; 2002 (Ref. 600);P;Eudicot;0;;2002;0;;134;9-2-2013;31-12-2015;Import;Designer;321;;;;;
6443;Brassicaceae;Euclidium;syriacum;;(L.) R.Br.;14;2;FC:PI;Y;0.54;Lysak et al.; 2009 (Ref. 599);;Eudicot;0;;2009;0;;;9-2-2013;2-1-2016;Import;Designer;1504;;;;;
6444;Rosaceae;Rubus;parviflorus;;L.;14;2;FC:PI;N;0.54;Meng & Finn; 2002 (Ref. 600);P;Eudicot;0;;2002;0;;134;9-2-2013;31-12-2015;Import;Designer;321;;;;;
6445;Rosaceae;Rubus;spectabilis;;Pursh;14;2;FC:PI;N;0.54;Meng & Finn; 2002 (Ref. 600);P;Eudicot;0;;2002;0;;134;9-2-2013;31-12-2015;Import;Designer;321;;;;;
6446;Rosaceae;Rubus;innominatus;;S.Moore;14;2;FC:PI;N;0.54;Meng & Finn; 2002 (Ref. 600);P;Eudicot;0;;2002;0;;134;9-2-2013;31-12-2015;Import;Designer;321;;;;;
6447;Rosaceae;Rosa;blanda;;Aiton;21;3;Fe;N;0.55;Bennett et al.; 1976 (Ref. 108);P;Eudicot;0;;1976;0;;310;9-2-2013;31-12-2015;Import;Designer;319;;;;;
6448;Meliaceae;Schmardaea;microphylla;;(Hook.) Karst. ex C.Muell.;26;2;Fe;Y;0.55;Styles and Bennett; 1992 (Ref. 215);P;Eudicot;0;;1992;0;;;9-2-2013;2-1-2016;Import;Designer;1505;;;;;
6449;Rosaceae;Neillia;simensis;;Oliv.;18;2;FC:PI;Y;0.55;Dickson et al.; 1992 (Ref. 262);P;Eudicot;0;;1992;0;;;9-2-2013;2-1-2016;Import;Designer;1506;;;;;
6450;Rosaceae;Prunus;persica;;(L.) Batsch;16;2;FC:PI;N;0.55;Dickson et al.; 1992 (Ref. 262);P;Eudicot;0;;1992;0;;440;9-2-2013;31-12-2015;Import;Designer;930;;;;;
6451;Rosaceae;Stephanandra;incisa;;(Thunb.) Zabel;18;0;FC:PI;Y;0.55;Dickson et al.; 1992 (Ref. 262);P;Eudicot;0;;1992;0;;;9-2-2013;31-12-2015;Import;Designer;1279;;;;;
6452;Cyperaceae;Carex;pumila;;;82;0;Fe;Y;0.55;Nishikawa et al.; 1984 (Ref. 357);P;Monocot;0;;1984;0;;143;9-2-2013;31-12-2015;Import;Designer;78;;;;;
6453;Cyperaceae;Carex;oahuensis;;Hillebr.;62;0;Fe;Y;0.55;Nishikawa et al.; 1984 (Ref. 357);P;Monocot;0;;1984;0;;143;9-2-2013;31-12-2015;Import;Designer;78;;;;;
6454;Cyperaceae;Carex;ischnostachya;;Steud.;62;0;Fe;Y;0.55;Nishikawa et al.; 1984 (Ref. 357);P;Monocot;0;;1984;0;;143;9-2-2013;31-12-2015;Import;Designer;78;;;;;
6455;Juncaceae;Luzula;pilosa;;(L.) Willd.;66;0;Fe;;0.55;Barlow and Nevin; 1976 (Ref. 36);P;Monocot;0;;1976;0;;447;9-2-2013;2-1-2016;Import;Designer;1414;;;;;
6456;Brassicaceae;Draba;fladnizensis;;Wulfen;16;2;CIA;Y;0.55;Grundt et al.; 2005 (Ref. 505);P;Eudicot;0;;2005;0;;;9-2-2013;31-12-2015;Import;Designer;1088;;;;;
6457;Lamiaceae;Nepeta;teydea;;Webb & Berth.;16;2;FC:PI;;0.55;Suda et al.; 2003 (Ref. 477);P;Eudicot;0;;2003;0;;255;9-2-2013;31-12-2015;Import;Designer;268;;;;;
6458;Nepenthaceae;Nepenthes;pervillei;;Blume;0;0;Fe;N;0.56;Hanson et al.; 2001 (Ref. 378);P;Eudicot;0;;2001;0;;559;9-2-2013;2-1-2016;Import;Designer;1200;;;;;
6459;Sapotaceae;Mimusops;elengi;;L.;24;0;Fe;N;0.56;Ohri; 2002 (Ref. 454);P;Eudicot;0;;2002;0;;;9-2-2013;2-1-2016;Import;Designer;1507;;;;;
6460;Brassicaceae;Draba;palanderiana;;Kjellm.;16;2;CIA;Y;0.56;Grundt et al.; 2005 (Ref. 505);P;Eudicot;0;;2005;0;;;9-2-2013;31-12-2015;Import;Designer;1088;;;;;
6461;Rosaceae;Rubus;nivalis;;Douglas ex Hook.;14;2;FC:PI;N;0.56;Meng & Finn; 2002 (Ref. 600);P;Eudicot;0;;2002;0;;134;9-2-2013;31-12-2015;Import;Designer;321;;;;;
6462;Rosaceae;Rubus;niveus;;Thunb.;14;2;FC:PI;N;0.57;Meng & Finn; 2002 (Ref. 600);P;Eudicot;0;;2002;0;;134;9-2-2013;31-12-2015;Import;Designer;321;;;;;
6463;Rosaceae;Prunus;tomentosa;;Thunb.;16;2;FC:PI;N;0.57;Baird et al.; 1994 (Ref. 606);P;Eudicot;0;;1994;0;;440;9-2-2013;31-12-2015;Import;Designer;930;;;;;
6464;Santalaceae;Santalum;album;;L.;20;0;Fe;N;0.58;Ohri; 2002 (Ref. 454);P;Eudicot;0;;2002;0;;;9-2-2013;2-1-2016;Import;Designer;1508;;;;;
6465;Brassicaceae;Myagrum;perfoliatum;;L.;14;2;FC:PI;Y;0.58;Lysak et al.; 2009 (Ref. 599);;Eudicot;0;;2009;0;;;9-2-2013;2-1-2016;Import;Designer;1509;;;;;
6466;Brassicaceae;Arabidopsis;cebennensis;;(DC.) O'Kane & Al-Shehbaz;16;2;FC:PI;Y;0.58;Lysak et al.; 2009 (Ref. 599);B;Eudicot;0;;2009;0;;89;9-2-2013;31-12-2015;Import;Designer;32;;;;;
6467;Brassicaceae;Thlaspi;montanum;;;14;2;FC:PI;Y;0.58;Peer et al.; 2006 (Ref. 540);B;Eudicot;0;;2006;0;;;9-2-2013;31-12-2015;Import;Designer;1363;;;;;
6468;Crassulaceae;Sedum;stellatum;;L.;10;2;Fe;;0.59;Hart et al.; 1993 (Ref. 399);P;Eudicot;0;;1993;0;;191;9-2-2013;31-12-2015;Import;Designer;335;;;;;
6469;Rosaceae;Rubus;hispidus;;L.;14;2;FC:PI;N;0.59;Meng & Finn; 2002 (Ref. 600);P;Eudicot;0;;2002;0;;134;9-2-2013;31-12-2015;Import;Designer;321;;;;;
6470;Rosaceae;Rubus;canadensis;;L.;14;2;FC:PI;N;0.59;Meng & Finn; 2002 (Ref. 600);P;Eudicot;0;;2002;0;;134;9-2-2013;31-12-2015;Import;Designer;321;;;;;
6471;Rosaceae;Rubus;pinfaensis;;Lev. & Vaniot;14;2;FC:PI;N;0.59;Meng & Finn; 2002 (Ref. 600);P;Eudicot;0;;2002;0;;134;9-2-2013;31-12-2015;Import;Designer;321;;;;;
6472;Araceae;Spirodela;polyrrhiza;;(L.) Schleid.;80;4;Fe;Y;0.6;Geber; 1989 (Ref. 400);P;Monocot;0;;1989;0;;;9-2-2013;31-12-2015;Import;Designer;1277;;;;;
6473;Cyperaceae;Carex;flacca;;Schreb.;76;0;Fe;;0.6;Grime et al.; 1985 (Ref. 133);P;Monocot;0;;1985;0;;143;9-2-2013;31-12-2015;Import;Designer;78;;;;;
6474;Onagraceae;Epilobium;hirsutum;;L.;36;2;Fe;;0.6;Mowforth; 1986 (Ref. 158);P;Eudicot;0;;1986;0;;;9-2-2013;2-1-2016;Import;Designer;1476;;;;;
6475;Juncaceae;Juncus;effusus;;L.;46;2;Fe;Y;0.6;Greilhuber; 1988 (Ref. 203);P;Monocot;0;;1988;0;;138;9-2-2013;31-12-2015;Import;Designer;212;;;;;
6476;Rosaceae;Rubus;idaeus;;L.;0;0;FC:PI;N;0.6;Arumuganathan and Earle; 1991 (Ref. 227);P;Eudicot;0;;1991;0;;134;9-2-2013;31-12-2015;Import;Designer;321;;;;;
6477;Rosaceae;Prunus;armeniaca;;L.;16;2;FC:PI;N;0.6;Arumuganathan and Earle; 1991 (Ref. 227);P;Eudicot;0;;1991;0;;440;9-2-2013;31-12-2015;Import;Designer;930;;;;;
6478;Rosaceae;Prunus;subhirtella;;Miq.;16;2;FC:PI;Y;0.6;Dickson et al.; 1992 (Ref. 262);P;Eudicot;0;;1992;0;;440;9-2-2013;31-12-2015;Import;Designer;930;;;;;
